C5	523.251130601197	655.5169782546	7.5	35	10	701.7145867875	117.12388981	23.9648661917165	17.189459857515	444330.808391785	15	172.110586231021	172.110586231021
C#5	554.365261953744	618.725637301242	7.5	35	10	701.7145867875	117.12388981	23.9648661917165	17.189459857515	395853.747626502	15	162.450761284048	162.450761284048
D5	587.329535834815	583.999235646252	7.5	35	10	701.7145867875	117.12388981	23.9648661917165	17.189459857515	352665.5963315	15	153.333100651599	153.333100651599
D#5	622.253967444162	551.221877152241	7.5	35	10	701.7145867875	117.12388981	23.9648661917165	17.189459857515	314189.327703931	15	144.727174988881	144.727174988881
E5	659.25511382574	520.284170432184	7.5	35	10	701.7145867875	117.12388981	23.9648661917165	17.189459857515	279910.869304807	15	136.604262818993	136.604262818993
F5	698.456462866008	491.082863765843	7.5	35	10	701.7145867875	117.12388981	23.9648661917165	17.189459857515	249372.234657201	15	128.937254677666	128.937254677666
F#5	739.988845423269	463.520500506742	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	313295.530876167	15	115.616936406609	180.651463135326
G5	783.990871963499	437.505093829676	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	279114.586856674	15	109.127856385151	170.512275601798
G#5	830.60939515989	412.949819733225	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	248662.827644881	15	103.002980439961	160.942156937439
A5	880	389.772727272727	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	221533.394397977	15	97.2218673669339	151.909167760834
A#5	932.32752303618	367.896465056615	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	197363.817094436	15	91.7652232385955	143.383161310305
B5	987.766602512248	347.248023093337	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	175831.171656717	15	86.6148370124115	135.335682831893
C6	1046.50226120239	327.7584891273	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	156647.765438083	15	68.1279331276056	153.287849537113
C#6	1108.73052390749	309.362818650621	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	139557.293428337	15	64.3042060552432	144.684463624297
D6	1174.65907166963	291.999617823126	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	124331.413822441	15	60.6950882929346	136.563948659103
D#6	1244.50793488832	275.61093857612	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	110766.697198988	15	57.2885347456484	128.899203177709
E6	1318.51022765148	260.142085216092	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	98681.9085472179	15	54.0731763575902	121.664646804578
F6	1396.91292573202	245.541431882921	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	87915.5858283586	15	51.0382821690364	114.836134880332
F#6	1479.97769084654	231.760250253371	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	78323.8827190417	15	41.2917630023602	126.456024194728
G6	1567.981743927	218.752546914838	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	69778.6467141685	15	38.9742344232681	119.358592921259
G#6	1661.21879031978	206.474909866613	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	62165.7069112203	15	36.7867787285574	112.659509856207
A6	1760	194.886363636364	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	55383.3485994942	15	34.7220954881907	106.336417432584
A#6	1864.65504607236	183.948232528307	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	49340.9542736089	15	32.7732940137841	100.368212917214
B6	1975.5332050245	173.624011546668	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	43957.7929141793	15	30.9338703615755	94.734977982325
C7	2093.00452240479	163.87924456365	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	39161.9413595208	15	25.5479749228521	102.191899691408
C#7	2217.46104781498	154.68140932531	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	34889.3233570842	15	24.1140772707162	96.4563090828647
D7	2349.31814333926	145.999808911563	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	31082.8534556102	15	22.7606581098505	91.0426324394019
D#7	2489.01586977665	137.80546928806	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	27691.6742997471	15	21.4832005296181	85.9328021184725
E7	2637.02045530296	130.071042608046	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	24670.4771368045	15	20.2774411340963	81.1097645363853
F7	2793.82585146403	122.770715941461	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	21978.8964570896	15	19.1393558133887	76.5574232535546
F#7	2959.95538169308	115.880125126686	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	19580.9706797604	15	18.0651463135326	72.2605852541304
G7	3135.963487854	109.376273457419	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	17444.6616785421	15	17.0512275601798	68.2049102407192
G#7	3322.43758063956	103.237454933306	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	15541.4267278051	15	16.0942156937439	64.3768627749754
A7	3520	97.4431818181818	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	13845.8371498735	15	15.1909167760834	60.7636671043337
A#7	3729.31009214472	91.9741162641536	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	12335.2385684022	15	14.3383161310305	57.3532645241222
B7	3951.066410049	86.8120057733342	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	10989.4482285448	15	13.5335682831893	54.1342731327572
C8	4186.00904480958	81.939622281825	7.5	35	5	701.7145867875	117.12388981	23.9648661917165	12.189459857515	9790.4853398802	15	12.7739874614261	51.0959498457042
